id,xmin,ymin,xmax,ymax,label,score,image_name
66,150.2283172607422,248.0242462158203,202.99949645996094,314.7989807128906,75,0.9999995231628418,25
67,180.4502410888672,366.8356018066406,231.43260192871094,453.6275634765625,-1,1.0,26
68,200.79991149902344,308.3367614746094,257.6538391113281,370.8040771484375,64,1.0,26
69,297.5851745605469,283.9621887207031,363.3020324707031,324.2037048339844,64,0.9999997615814209,26
70,224.75677490234375,432.7859802246094,295.7690734863281,564.9405517578125,10,1.0,27
71,183.5054168701172,330.68121337890625,329.95245361328125,389.6252136230469,104,0.9999997615814209,27
72,188.68292236328125,387.23565673828125,261.2287902832031,510.1665954589844,10,0.9999996423721313,27
73,227.47740173339844,222.9419708251953,288.0826416015625,317.94720458984375,58,0.9999998807907104,28
74,323.544189453125,252.46261596679688,381.8180236816406,307.8993225097656,64,1.0,29
75,221.88385009765625,211.19862365722656,321.2317199707031,319.5681457519531,104,0.9999998807907104,29
76,288.0990295410156,348.4087829589844,348.3088684082031,406.3750305175781,64,0.9999996423721313,29
77,197.80345153808594,286.4344482421875,236.61158752441406,342.43804931640625,72,0.9999995231628418,29
78,154.6410675048828,276.26934814453125,266.0902099609375,334.06256103515625,92,1.0,30
79,224.57566833496094,195.64053344726562,276.473388671875,243.8204345703125,45,0.9999994039535522,30
80,139.0811004638672,491.21075439453125,234.73011779785156,555.4196166992188,89,1.0,31
81,283.27325439453125,339.30548095703125,359.666259765625,439.8331604003906,61,0.9999998807907104,31
82,178.5685272216797,254.70230102539062,245.4496307373047,338.4136962890625,89,0.9999998807907104,31
83,99.87421417236328,335.70513916015625,147.32447814941406,452.0641174316406,61,0.9999996423721313,31
84,223.86581420898438,306.0921630859375,323.64288330078125,371.52362060546875,89,1.0,32
85,224.17578125,380.7477722167969,310.58770751953125,468.3773193359375,89,1.0,32
86,140.69239807128906,365.1863098144531,234.74000549316406,470.5218811035156,61,1.0,32
87,267.97113037109375,192.2804718017578,330.868408203125,306.99072265625,61,0.9999998807907104,32
88,102.02333068847656,403.5672607421875,242.76380920410156,465.7420654296875,61,1.0,33
89,81.1889877319336,294.47967529296875,193.3719940185547,417.798828125,61,1.0,33
90,169.67764282226562,329.50311279296875,284.6976013183594,400.9646301269531,89,0.9999998807907104,33
91,217.0962677001953,230.43272399902344,319.9727783203125,326.0580139160156,89,0.9999998807907104,33
92,120.8923110961914,375.62628173828125,265.279296875,512.74267578125,61,0.9999997615814209,34
93,225.1739044189453,211.95770263671875,342.0863952636719,378.2271423339844,61,0.9999996423721313,34
94,161.28147888183594,337.9906311035156,293.0111999511719,456.134765625,89,0.9999996423721313,34
95,285.39996337890625,321.4684753417969,357.4952392578125,469.6296081542969,89,0.9999995231628418,34
96,96.5132827758789,289.4364013671875,162.525146484375,445.6277770996094,43,1.0,35
97,97.1510238647461,394.35418701171875,243.7085723876953,509.9326477050781,43,1.0,35
98,152.90704345703125,285.4490051269531,210.55967712402344,418.57305908203125,2,0.9999998807907104,35
99,201.6963653564453,302.6648254394531,286.7552185058594,432.37225341796875,2,0.9999997615814209,35
100,169.47225952148438,265.6227722167969,303.0804748535156,383.9152526855469,43,1.0,36
101,39.64435577392578,312.4665222167969,187.74038696289062,414.66119384765625,2,0.9999998807907104,36
102,228.3592071533203,224.64996337890625,290.5525817871094,296.13507080078125,75,0.9999998807907104,36
103,105.60587310791016,217.01927185058594,240.11569213867188,279.8338623046875,2,0.9999986886978149,36
104,87.47879028320312,276.90338134765625,223.75390625,385.52435302734375,43,0.9999960660934448,36
105,169.3916015625,234.75050354003906,301.0806884765625,361.1573791503906,43,1.0,37
106,56.60873794555664,250.2617645263672,138.31741333007812,389.6849670410156,2,0.9999998807907104,37
107,124.67247009277344,192.63656616210938,201.06971740722656,342.9508056640625,43,0.9999998807907104,37
108,188.4514923095703,170.94337463378906,298.7134094238281,283.0798034667969,2,0.9999997615814209,37
109,89.47542572021484,177.76913452148438,201.29226684570312,280.397216796875,26,1.0,38
110,244.04638671875,356.07257080078125,346.5245056152344,412.567138671875,91,0.9999998807907104,38
111,112.09352111816406,261.23345947265625,204.36489868164062,377.5075378417969,26,0.9999992847442627,38
112,287.4568786621094,250.15467834472656,327.2695007324219,289.16204833984375,46,0.9999986886978149,38
113,228.1343231201172,339.6768493652344,303.0714416503906,418.0467529296875,91,0.9999998807907104,39
114,170.89694213867188,296.3221740722656,282.6643371582031,347.6465148925781,26,0.9999997615814209,39
115,186.5937042236328,208.42739868164062,302.7157287597656,267.6508483886719,26,0.9999997615814209,39
116,168.24122619628906,327.310546875,235.78529357910156,392.6645202636719,54,0.9999998807907104,40
117,147.9210205078125,263.822265625,213.5967559814453,336.3829345703125,38,0.9999986886978149,40
118,119.5525894165039,328.86614990234375,162.0970001220703,369.7391662597656,45,0.9999974966049194,40
119,218.0695343017578,267.89404296875,296.69171142578125,344.3684997558594,54,0.9999998807907104,41
120,151.90032958984375,273.37396240234375,209.24354553222656,327.3870849609375,59,1.0,42
121,178.65782165527344,231.13882446289062,234.81008911132812,285.3861083984375,59,0.9999998807907104,42
122,149.48532104492188,321.5953063964844,201.76983642578125,366.74774169921875,74,0.9999997615814209,42
123,236.21800231933594,241.17494201660156,281.08953857421875,296.77215576171875,74,0.9999996423721313,42
124,184.53427124023438,296.98382568359375,262.473876953125,402.503662109375,34,0.9999979734420776,42
125,248.358154296875,271.72186279296875,294.9637756347656,319.180908203125,59,0.9999998807907104,43
126,202.4444580078125,173.62315368652344,283.70849609375,250.47064208984375,34,0.9999996423721313,43
127,275.3945007324219,222.4654083251953,320.5865173339844,267.480224609375,59,0.999998927116394,43
128,302.08526611328125,83.42744445800781,395.3232116699219,193.84686279296875,59,0.9728633761405945,43
129,258.5301818847656,224.0849151611328,330.38427734375,298.06744384765625,64,1.0,44
130,230.83453369140625,274.52410888671875,267.39044189453125,343.4891052246094,37,0.9999998807907104,44
131,163.40286254882812,234.47665405273438,233.3758544921875,301.35101318359375,64,0.9999996423721313,44
132,158.20777893066406,329.850341796875,225.13771057128906,375.6496276855469,37,0.9999994039535522,44
133,169.79237365722656,299.3147277832031,230.2333984375,345.06005859375,37,0.9999982118606567,44
134,190.2316131591797,261.8313903808594,267.72979736328125,383.865234375,56,0.9999998807907104,45
135,277.1287536621094,302.1669616699219,332.4120178222656,358.7450866699219,64,1.0,46
136,195.31446838378906,268.4337463378906,253.70399475097656,327.41552734375,64,0.9999998807907104,46
137,167.15859985351562,256.29620361328125,239.8258819580078,329.5304870605469,70,0.9999997615814209,47
138,234.42642211914062,367.54058837890625,349.46051025390625,446.37890625,10,1.0,48
139,73.5333251953125,326.306640625,172.90380859375,382.3529968261719,91,0.9999998807907104,48
140,110.02485656738281,459.5574951171875,187.71766662597656,546.7057495117188,91,0.9999997615814209,48
141,204.73545837402344,241.0795440673828,275.354248046875,359.6387023925781,10,0.9999996423721313,48
142,170.9494171142578,248.6584014892578,275.9229431152344,314.2575988769531,62,0.9999998807907104,49
143,220.08226013183594,184.23974609375,334.52587890625,230.92913818359375,62,0.9999997615814209,49
144,213.8050537109375,223.24038696289062,331.07135009765625,272.0366516113281,62,0.9999996423721313,49
145,189.60787963867188,290.7384948730469,264.5262451171875,342.2094421386719,62,0.9999998807907104,50
146,174.78460693359375,333.8948974609375,246.50868225097656,396.9237976074219,62,0.9999996423721313,50
147,255.77267456054688,328.1367492675781,326.3730163574219,390.0442199707031,62,0.9999995231628418,50
148,177.16860961914062,317.70843505859375,258.2491455078125,394.3021545410156,54,0.9999997615814209,51
149,153.45545959472656,249.9155731201172,247.18800354003906,340.1473693847656,54,0.9999998807907104,52
150,175.96726989746094,361.2265625,243.9402313232422,427.4647521972656,54,1.0,53
151,132.68109130859375,385.2648620605469,202.4890899658203,453.23712158203125,54,0.9999998807907104,54
152,169.49703979492188,196.90663146972656,265.39422607421875,277.22564697265625,54,0.8953436613082886,54
153,106.86627960205078,179.37908935546875,192.4876251220703,258.68597412109375,-1,0.8691859841346741,54
154,165.31478881835938,278.8586730957031,255.35536193847656,362.5688781738281,54,0.9999998807907104,55
155,206.91030883789062,241.175048828125,286.0843811035156,334.9902648925781,64,0.9999997615814209,56
156,142.45022583007812,285.3772277832031,230.01309204101562,372.6275329589844,64,0.9999991655349731,56
157,206.9174346923828,234.82308959960938,296.64410400390625,323.5172119140625,8,1.0,57
158,156.5343780517578,202.48484802246094,238.0335693359375,287.9186096191406,64,0.9999998807907104,57
159,250.6114044189453,320.3819885253906,337.85516357421875,407.36639404296875,64,0.9999998807907104,57
160,210.4032440185547,280.73162841796875,265.63995361328125,337.93695068359375,59,0.9999998807907104,58
161,69.51406860351562,372.71826171875,144.56541442871094,431.7501220703125,59,0.9999998807907104,58
162,249.3760223388672,338.93621826171875,308.4883728027344,414.0326843261719,73,0.9999997615814209,58
163,168.6484375,307.12921142578125,272.91802978515625,439.93914794921875,43,0.9999990463256836,58
164,120.83258819580078,278.0873718261719,178.88906860351562,332.4273986816406,59,0.999998927116394,58
165,108.58358001708984,321.8356018066406,227.53732299804688,456.1266174316406,43,0.999995231628418,58
166,208.2445831298828,344.3335876464844,263.06024169921875,410.99920654296875,73,0.9999998807907104,59
167,170.1742706298828,253.7340545654297,224.87673950195312,308.0219421386719,59,0.9999998807907104,59
168,230.83468627929688,274.2480163574219,350.60321044921875,368.7391052246094,43,0.9999998807907104,59
169,184.38743591308594,303.2054443359375,248.97268676757812,346.2698974609375,73,0.9999995231628418,59
170,165.59747314453125,342.0523986816406,212.29849243164062,395.1887512207031,59,0.9999992847442627,59
171,110.28702545166016,287.3743896484375,191.227783203125,421.15655517578125,43,0.9999992847442627,59
172,290.9686584472656,354.74749755859375,342.0869445800781,403.2749938964844,59,0.9999998807907104,60
173,274.8223571777344,316.2784729003906,309.97119140625,364.1369934082031,-1,0.9999992847442627,60
174,231.04373168945312,280.5181884765625,284.3243103027344,410.1726379394531,43,0.9999991655349731,60
175,273.51824951171875,257.3223571777344,362.58062744140625,365.22564697265625,43,0.9999991655349731,60
176,84.44970703125,247.93946838378906,169.73646545410156,329.5870666503906,55,0.9999997615814209,61
177,358.9346618652344,104.5517349243164,471.0940246582031,173.22970581054688,55,0.2640851140022278,61
178,120.46265411376953,401.014892578125,215.5267791748047,496.90423583984375,55,0.9999992847442627,62
179,136.08119201660156,348.384765625,192.6655731201172,449.429931640625,38,0.9999998807907104,63
180,171.48046875,304.16619873046875,264.9921875,387.8231201171875,55,0.9999998807907104,63
181,150.37435913085938,311.91351318359375,239.79798889160156,396.6201477050781,55,0.9999998807907104,64
182,158.00192260742188,332.5751647949219,250.7773895263672,387.81591796875,38,0.9999998807907104,65
183,122.24987030029297,363.65728759765625,222.28126525878906,461.79425048828125,55,0.9999996423721313,65
184,245.34771728515625,321.2943115234375,331.7145690917969,406.31475830078125,57,0.9999998807907104,66
185,263.6851501464844,328.6479797363281,337.08843994140625,406.66766357421875,57,0.9999997615814209,67
186,223.63755798339844,346.544189453125,295.2034606933594,418.7289733886719,57,0.9999998807907104,68
187,194.68238830566406,441.3516540527344,301.7618103027344,551.7352294921875,99,1.0,69
188,175.2919921875,321.64434814453125,239.35617065429688,442.3898620605469,99,1.0,69
189,222.30227661132812,259.65472412109375,275.06646728515625,312.4112548828125,28,0.9999998807907104,69
190,144.18658447265625,426.40899658203125,196.8710479736328,480.25567626953125,28,0.9999997615814209,69
191,242.94837951660156,326.3515625,360.6041259765625,427.7443542480469,92,1.0,70
192,197.61109924316406,278.7487487792969,267.1942443847656,328.6280822753906,14,0.9999996423721313,70
193,189.10723876953125,293.96697998046875,317.7545471191406,382.0995788574219,92,1.0,71
194,211.69479370117188,314.7154235839844,288.1532287597656,362.55694580078125,14,0.9999996423721313,72
195,171.6731719970703,227.58639526367188,287.3012390136719,354.29071044921875,-1,1.0,73
196,128.1645965576172,338.2919616699219,284.26214599609375,429.949951171875,92,0.9999998807907104,73
197,154.05081176757812,268.92315673828125,287.2517395019531,354.44158935546875,92,1.0,74
198,262.5500183105469,168.53646850585938,350.6585998535156,294.417236328125,1,0.9999996423721313,74
199,218.92047119140625,263.83843994140625,292.85198974609375,323.4983215332031,14,0.9999982118606567,75
200,126.09992218017578,326.77655029296875,276.3861389160156,412.6379699707031,92,1.0,76
201,210.56944274902344,256.20556640625,279.9082946777344,378.459228515625,92,0.9999998807907104,77
202,202.38998413085938,222.54708862304688,271.0379943847656,260.222900390625,14,0.9999997615814209,77
203,198.89952087402344,232.2845001220703,276.681884765625,344.27203369140625,92,0.9999998807907104,78
204,234.90048217773438,300.083984375,330.5043640136719,390.960205078125,1,0.9999998807907104,78
205,172.60435485839844,258.0914306640625,217.5797119140625,312.9026794433594,14,0.999998927116394,78
206,163.35958862304688,326.83575439453125,276.9979248046875,399.9860534667969,99,1.0,79
207,175.4653778076172,444.45697021484375,229.10426330566406,499.8431396484375,7,0.9999998807907104,79
208,137.63560485839844,400.4059753417969,182.69943237304688,454.60113525390625,7,0.9999996423721313,79
209,176.60809326171875,393.89166259765625,295.3468322753906,469.8912353515625,99,0.9999992847442627,79
210,162.49107360839844,438.6419677734375,229.33084106445312,500.980224609375,78,0.9999998807907104,80
211,152.33680725097656,365.9425354003906,221.65455627441406,434.9561462402344,64,0.9999998807907104,80
212,102.5093765258789,320.5026550292969,178.503662109375,397.1329345703125,64,0.9999997615814209,80
213,196.7367706298828,418.77630615234375,245.48690795898438,468.1416320800781,84,0.9999996423721313,81
214,169.6131591796875,255.8765869140625,266.72271728515625,322.77691650390625,92,1.0,82
215,132.66259765625,253.15615844726562,179.2247772216797,345.04925537109375,34,0.9999997615814209,82
216,203.50274658203125,231.973876953125,281.3683776855469,310.1878662109375,64,1.0,83
217,122.02813720703125,461.79254150390625,209.38414001464844,551.117431640625,64,0.9999998807907104,83
218,139.18145751953125,379.6092529296875,220.0004425048828,457.989013671875,64,0.9999998807907104,83
219,195.7019805908203,329.1412353515625,258.9407043457031,389.7064514160156,40,0.9999998807907104,83
220,219.6640167236328,223.17466735839844,288.1284484863281,297.3945617675781,64,1.0,84
221,160.44033813476562,346.8465576171875,230.35516357421875,415.4705810546875,64,1.0,84
222,204.90562438964844,323.7786865234375,279.3538513183594,397.9158020019531,54,0.9999998807907104,85
223,175.01788330078125,211.78546142578125,234.39134216308594,276.23291015625,64,1.0,86
224,112.00904083251953,355.2528381347656,175.62265014648438,415.4430847167969,64,0.9999998807907104,86
225,285.73516845703125,360.5144348144531,342.8173522949219,395.4592590332031,42,0.9999994039535522,86
226,157.90444946289062,407.4296569824219,219.6493377685547,473.46710205078125,41,1.0,87
227,145.71018981933594,293.19219970703125,218.37216186523438,358.8158874511719,64,1.0,87
228,223.13751220703125,262.1899719238281,287.9593200683594,363.9732360839844,79,0.9999998807907104,87
229,172.72618103027344,346.8955993652344,249.69346618652344,421.04736328125,64,0.9999992847442627,87
230,201.21971130371094,277.40228271484375,250.44931030273438,347.62738037109375,15,1.0,88
231,211.7483673095703,418.1016845703125,282.0609130859375,483.6476135253906,64,1.0,89
232,159.1739501953125,248.97613525390625,241.35670471191406,319.4168701171875,79,0.9999998807907104,89
233,224.38795471191406,345.6175842285156,294.3754577636719,415.2461853027344,64,0.9999998807907104,89
234,209.30967712402344,320.35260009765625,280.1177062988281,381.54351806640625,95,0.9999998807907104,90
235,131.87692260742188,267.7990417480469,211.1415252685547,347.7522277832031,8,0.9999997615814209,90
236,220.30076599121094,378.29888916015625,298.9144592285156,457.9286193847656,80,0.9999998807907104,91
237,152.48863220214844,386.0650634765625,200.40003967285156,435.13458251953125,80,0.9999997615814209,91
238,234.9610595703125,346.6272888183594,307.04541015625,454.4361267089844,89,1.0,92
239,225.81044006347656,289.59600830078125,323.7156982421875,351.2799377441406,27,1.0,92
240,125.7831039428711,284.25640869140625,188.2643280029297,404.5563049316406,2,1.0,92
241,198.76515197753906,385.4015808105469,268.7035217285156,499.4995422363281,89,0.9999998807907104,92
242,170.25836181640625,271.1735534667969,231.19834899902344,389.5074462890625,2,0.9999998807907104,92
243,172.357177734375,290.7178649902344,246.1488800048828,368.17205810546875,89,1.0,93
244,272.6029357910156,315.6678466796875,335.17230224609375,407.447265625,89,0.9999998807907104,93
245,233.58668518066406,317.52789306640625,287.9029235839844,411.0540771484375,2,0.9999998807907104,93
246,177.91885375976562,251.27330017089844,263.0295104980469,329.21234130859375,2,0.9999997615814209,93
247,156.5040740966797,359.28887939453125,236.75375366210938,429.2978210449219,27,0.9999997615814209,93
248,120.05377197265625,303.28973388671875,180.05047607421875,346.55926513671875,73,0.9999996423721313,93
249,220.4381866455078,244.54002380371094,273.20306396484375,290.9498291015625,73,0.9999992847442627,93
250,202.31764221191406,246.60446166992188,267.5359191894531,308.379638671875,-1,0.42316022515296936,93
251,217.4180908203125,294.35906982421875,325.2770690917969,367.4936828613281,89,1.0,94
252,160.6099853515625,286.72833251953125,247.7649688720703,405.18182373046875,10,1.0,94
253,159.9177703857422,217.0963897705078,298.5006408691406,278.0971984863281,10,0.9999997615814209,94
254,220.8857421875,183.77920532226562,304.8810119628906,234.00038146972656,89,1.0,95
255,169.85279846191406,244.34536743164062,268.3195495605469,284.96875,10,0.9999998807907104,95
256,212.93507385253906,218.44154357910156,282.9927062988281,255.24766540527344,8,0.9999998807907104,95
257,184.23263549804688,279.2674865722656,278.8134765625,319.5251159667969,10,0.9999998807907104,95
258,286.9338684082031,241.62826538085938,340.2512512207031,300.4441833496094,8,0.9999997615814209,95
259,142.6905059814453,333.126708984375,224.4013671875,415.1982727050781,54,0.9999998807907104,96
260,199.0812530517578,350.0626525878906,263.7661437988281,412.3197021484375,54,1.0,97
261,167.1625213623047,327.3103332519531,224.1548614501953,394.21722412109375,8,1.0,97
262,271.15203857421875,235.4578857421875,353.8389587402344,291.4382629394531,-1,0.42121756076812744,97
263,147.4186248779297,258.9375915527344,223.660888671875,330.8511962890625,54,0.9999997615814209,98
264,128.6302490234375,27.127750396728516,207.26287841796875,102.50178527832031,-1,0.9507185220718384,98
265,206.67007446289062,308.3436279296875,275.5096435546875,375.4051513671875,54,1.0,99
266,138.61106872558594,314.9550476074219,211.92408752441406,361.525146484375,8,0.9999998807907104,99
267,367.2122802734375,168.57693481445312,415.5365295410156,212.6808319091797,54,0.9978519678115845,99
268,190.64161682128906,280.1167907714844,260.67572021484375,345.13250732421875,55,1.0,100
269,291.4285583496094,281.7618103027344,371.4372863769531,334.4552001953125,10,1.0,101
270,68.26747131347656,339.0827941894531,138.71759033203125,386.0224304199219,89,0.9999998807907104,101
271,174.28689575195312,373.88543701171875,251.9621124267578,418.924560546875,10,0.9999998807907104,101
272,235.4782257080078,228.7422332763672,275.8492126464844,270.3834533691406,64,0.9999997615814209,101
273,123.12067413330078,112.92156982421875,169.83978271484375,159.20913696289062,64,0.9999997615814209,101
274,387.818359375,349.8582763671875,429.7500915527344,393.0391845703125,64,0.9999991655349731,101
275,166.68463134765625,227.0829315185547,257.8837890625,280.7047119140625,91,0.9999998807907104,102
276,170.27810668945312,270.7701416015625,287.1544189453125,323.2125549316406,82,0.9999998807907104,102
277,200.6182098388672,393.6110534667969,350.3016357421875,455.4134826660156,68,0.9999998807907104,103
278,144.31700134277344,265.6324768066406,196.64393615722656,320.6949157714844,14,0.9999996423721313,104
279,206.64044189453125,313.1845703125,272.3399658203125,350.0225830078125,14,0.9999990463256836,104
280,176.01654052734375,282.9860534667969,290.6335144042969,365.46392822265625,89,1.0,105
281,129.67636108398438,249.99923706054688,198.53533935546875,323.0205383300781,64,1.0,105
282,129.91192626953125,356.1431884765625,178.8942108154297,440.10455322265625,99,1.0,106
283,173.8368377685547,322.2141418457031,247.3284912109375,382.29608154296875,99,0.9999998807907104,106
284,153.18887329101562,427.027099609375,190.988525390625,465.3702087402344,7,0.9999996423721313,106
285,110.78611755371094,340.2007751464844,148.34051513671875,376.4416809082031,7,0.9999995231628418,106
286,169.0986785888672,432.8192443847656,246.24464416503906,478.2697448730469,99,0.9999998807907104,107
287,185.1597137451172,405.35400390625,217.48468017578125,438.17987060546875,7,0.9999995231628418,107
288,214.41163635253906,413.3081359863281,245.9370880126953,446.0793151855469,7,0.9999991655349731,107
289,375.1080322265625,161.47528076171875,460.907470703125,243.71522521972656,7,0.7124195098876953,107
290,194.73854064941406,151.11961364746094,250.2524871826172,190.6597442626953,7,0.09019902348518372,107
291,169.58193969726562,269.0992431640625,262.18084716796875,335.41912841796875,99,0.9999998807907104,108
292,139.4112091064453,300.0139465332031,232.31207275390625,364.2659606933594,99,0.9999998807907104,108
293,159.9081573486328,352.64306640625,202.69898986816406,396.4418029785156,7,0.9999998807907104,108
294,103.25008392333984,301.8553466796875,143.6196746826172,344.387939453125,7,0.9999996423721313,108
295,155.94961547851562,286.5679931640625,248.79627990722656,349.7311706542969,7,0.5421784520149231,108
296,91.28131866455078,425.799560546875,237.46749877929688,495.6554870605469,99,0.9999998807907104,109
297,74.44344329833984,291.3655700683594,173.29360961914062,433.5782165527344,99,0.9999998807907104,109
298,140.63522338867188,308.24267578125,203.67503356933594,389.3323974609375,99,1.0,110
299,160.99468994140625,352.9625244140625,224.13487243652344,436.12518310546875,99,0.9999998807907104,110
300,217.29678344726562,369.48284912109375,255.21466064453125,408.90313720703125,7,0.9999998807907104,110
301,198.94142150878906,320.948974609375,235.54006958007812,358.74139404296875,7,0.9999991655349731,110
302,208.94117736816406,377.0167541503906,263.8459167480469,435.4322509765625,46,0.9999997615814209,111
303,246.74649047851562,319.3821105957031,288.99444580078125,342.8765563964844,14,0.9999983310699463,112
304,342.2967529296875,244.5899200439453,425.00543212890625,298.1665954589844,46,0.06839866191148758,112
305,84.10258483886719,339.1675109863281,155.67979431152344,379.7027587890625,14,0.9999998807907104,113
306,194.26393127441406,321.8825988769531,294.4144287109375,371.9143981933594,79,0.9999992847442627,114
